STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
MO,30,H,F,3,,N,L,F,B,C,3
other,17,H,F,2,,Y,L,E,B,S,2
other,25,N,M,0,,Y,L,E,C,C,2
GA,16,H,M,3,,N,L,G,A,S,2
other,24,H,M,3,,N,L,F,C,C,1
CA,27,H,M,3,,N,L,F,B,C,2
WA,15,H,M,3,,N,L,E,A,S,1
GA,43,U,F,2,,N,L,F,D,R,2
WA,28,U,M,2,,Y,L,F,C,C,2
IN,27,H,M,3,,N,L,G,C,C,2
CA,21,H,M,3,,N,L,F,B,S,3
other,39,H,M,3,,N,L,E,B,T,2
FL,23,N,F,0,,N,L,G,A,C,1
other,12,H,F,2,,N,L,F,A,S,1
CA,6,N,F,0,,N,L,F,A,U,2
CA,20,H,F,3,,N,L,F,A,S,2
CA,10,H,M,2,,N,L,F,A,U,4
MO,48,H,M,2,12,N,L,G,D,R,2
other,39,U,M,1,,N,L,F,B,T,2
other,52,N,F,0,,N,L,G,D,R,3
TX,40,H,F,2,,N,L,F,C,R,2
CA,7,U,F,2,,N,L,F,A,U,2
NC,25,H,M,3,,Y,L,G,B,C,2
other,41,U,M,3,,N,L,G,C,T,3
FL,9,N,F,0,,N,L,G,A,U,3
CA,14,H,F,1,,N,L,G,B,S,1
other,11,N,M,0,,N,L,G,B,S,1
FL,29,N,M,0,,N,L,F,B,C,2
CA,9,H,M,3,,N,L,F,A,U,3
TX,24,H,M,3,,N,L,G,A,C,1
GA,43,N,F,0,,N,L,F,D,R,2
TX,12,H,F,3,,N,L,E,B,S,1
IN,49,N,M,0,,N,L,F,D,R,2
WA,46,H,F,3,,N,L,D,D,R,2
CA,2,H,M,1,,N,L,D,A,U,1
other,39,H,F,3,,N,L,G,B,T,2
CA,2,H,F,3,,Y,L,F,A,U,1
MI,40,H,F,3,,N,L,G,B,T,2
CA,5,N,F,0,,N,L,F,A,U,2
FL,20,N,F,0,12,N,L,G,A,S,2
other,51,H,M,2,,N,L,F,D,R,3
CA,3,N,M,0,,N,L,F,A,U,1
CA,1,H,M,3,,N,L,F,A,U,1
IL,8,H,F,2,,N,L,G,A,U,3
other,25,H,F,1,,N,L,F,C,C,2
CA,15,N,F,0,,N,L,G,A,S,1
WA,40,H,F,2,12,N,L,G,B,T,2
other,24,U,M,1,,N,L,F,B,C,1
CA,31,N,F,0,,N,L,F,A,C,3
other,45,H,M,3,,N,L,F,D,R,2
NC,46,H,M,2,,N,L,D,B,R,2
TX,16,H,M,2,,N,L,G,A,S,2
WA,24,H,F,3,,N,L,F,A,C,1
MI,36,U,M,2,,Y,L,E,D,T,2
TX,38,H,F,2,12,N,L,D,A,T,2
WI,5,H,F,3,,N,L,D,B,U,2
TX,30,H,J,2,,N,L,E,B,C,3
other,41,H,M,3,,N,L,E,C,T,3
CA,10,N,F,0,,N,L,E,A,U,4
CA,24,H,F,2,,N,L,F,C,C,1
other,32,N,F,0,,N,L,G,B,C,3
TX,10,U,M,1,,N,L,G,A,U,4
other,50,U,F,2,,N,L,G,D,R,3
IN,49,H,M,3,,N,L,E,B,R,2
MI,13,N,F,0,,N,L,E,A,S,1
NC,27,H,F,3,,N,L,E,C,C,2
TX,10,U,F,1,,N,L,E,B,U,4
WI,35,U,F,1,,N,L,E,B,T,1
FL,40,H,M,3,,N,L,G,C,R,2
CA,40,U,F,2,,N,L,F,A,R,2
WA,18,U,M,3,,N,L,F,B,S,2
FL,25,H,M,3,,Y,L,E,B,C,2
CA,2,H,F,3,,N,L,E,A,U,1
WA,40,H,F,2,,N,L,F,A,T,2
NC,43,H,F,3,,Y,L,D,C,R,2
WI,31,H,F,3,12,N,L,F,C,C,3
WI,21,H,F,3,,N,L,F,B,S,3
WA,18,U,M,1,,Y,L,F,B,S,2
FL,18,H,M,2,,Y,L,F,B,S,2
WA,44,N,M,0,,N,L,F,B,R,2
FL,27,U,F,1,,N,L,F,B,C,2
CA,7,H,U,2,,N,L,G,A,U,2
other,40,H,F,2,,N,L,F,C,R,2
WA,38,U,F,2,,N,L,F,D,T,2
other,16,H,M,3,,N,L,E,B,S,2
CA,40,H,M,3,,N,L,G,C,T,2
IL,30,U,M,1,,N,L,F,A,C,3
MO,16,U,F,2,,N,L,F,B,S,2
other,29,N,M,0,,N,L,E,B,C,2
other,15,N,M,0,,N,L,F,D,S,1
CA,5,H,M,3,,N,L,G,A,U,2
CA,33,H,F,2,,N,L,E,B,C,3
other,51,N,M,0,,N,L,F,C,R,3
MO,51,N,M,0,,N,L,F,D,R,3
CA,19,N,M,0,,N,L,G,A,S,2
TX,30,U,F,2,,Y,L,F,A,C,3
WA,46,U,M,3,,N,L,F,D,R,2
GA,49,N,F,0,,N,L,F,D,R,2
NC,47,U,F,3,12,N,L,F,C,R,2
CA,38,H,F,1,,N,L,G,B,T,2
TX,24,H,M,3,,N,L,G,A,C,1
other,45,H,F,2,12,N,L,F,D,R,2
MO,53,H,F,3,,N,L,G,D,R,3
other,46,H,F,2,,N,L,F,D,R,2
NC,44,N,F,0,,Y,L,D,B,R,2
NC,32,U,F,2,,N,L,F,C,C,3
FL,23,H,M,3,,N,L,F,B,C,1
other,11,N,F,0,,N,L,F,B,S,1
other,28,H,M,3,,Y,L,E,A,C,2
other,40,U,M,3,0,N,L,E,B,R,2
IL,12,H,F,3,,N,L,G,A,S,1
other,30,H,F,3,,N,L,F,C,C,3
IL,25,U,F,2,,N,L,E,A,C,2
CA,12,H,F,3,,N,L,F,A,S,1
FL,27,H,F,3,,N,L,D,B,C,2
GA,24,H,M,2,,Y,L,G,A,C,1
other,40,N,F,2,,N,L,E,B,R,2
CA,41,H,M,3,,N,L,F,A,T,3
IL,45,H,M,3,,Y,L,F,D,R,2
other,23,U,M,3,,N,L,F,B,C,1
WA,35,U,F,3,,N,L,F,C,T,1
MI,16,H,F,2,,N,L,G,A,S,2
FL,43,H,F,2,,N,L,G,D,R,2
FL,8,H,F,3,12,N,L,E,A,U,3
other,36,N,M,0,,N,L,F,D,T,2
CA,13,H,F,1,,N,L,F,A,S,1
IL,44,U,M,3,,N,L,E,D,R,2
TX,14,H,F,3,,N,L,G,A,S,1
other,51,U,M,3,12,N,L,F,C,R,3
other,36,H,F,2,,N,L,F,B,T,2
other,45,N,M,0,,N,L,G,D,R,2
other,36,H,F,3,,N,L,E,C,T,2
MI,35,N,M,0,,N,L,F,A,T,1
WI,49,U,F,1,,N,L,E,B,R,2
other,30,H,F,3,,N,L,E,B,C,3
other,1,H,M,2,,N,L,F,B,U,1
TX,16,H,F,3,,N,L,F,A,S,2
CA,24,N,F,0,,Y,L,F,A,C,1
MI,40,U,M,2,,N,L,G,A,T,2
WA,45,N,M,0,,N,L,G,D,R,2
FL,24,H,F,2,,N,L,F,B,C,1
FL,23,N,M,0,,N,L,G,B,C,1
CA,17,N,M,0,,N,L,F,A,S,2
MI,5,H,U,3,,N,L,D,A,U,2
NC,42,H,M,3,,N,L,G,B,R,1
other,8,N,M,0,,N,L,E,B,U,3
WA,35,U,F,2,,N,L,F,A,T,1
TX,35,H,M,3,,Y,L,F,C,T,1
other,36,H,M,3,12,N,L,G,B,T,2
CA,3,N,F,0,,N,L,F,A,U,1
other,45,U,M,2,,N,L,F,D,R,2
MI,17,U,M,2,,N,L,F,B,S,2
MO,12,H,M,2,,N,L,F,A,S,1
other,14,H,F,3,,N,L,E,A,S,1
MI,16,H,F,3,,N,L,E,B,S,2
NC,38,N,M,0,,N,L,F,C,T,2
CA,13,H,M,3,,N,L,F,A,S,1
CA,23,U,F,1,,N,L,F,A,C,1
FL,18,H,U,3,,Y,L,G,A,S,2
TX,22,H,M,3,,N,L,D,A,C,1
other,40,N,F,2,,N,L,F,B,R,2
CA,46,H,F,2,12,N,L,G,D,R,2
other,40,U,F,1,,N,L,E,C,T,2
other,12,N,M,2,,Y,L,F,B,S,1
WA,46,H,M,3,,N,L,G,D,R,2
CA,40,H,F,2,,N,L,G,B,T,2
CA,13,N,F,0,,N,L,F,A,S,1
CA,21,H,U,3,12,N,L,D,A,S,3
IN,30,H,M,2,,N,L,G,A,C,3
other,40,N,F,0,,N,L,E,D,T,2
WA,27,H,M,3,,Y,L,E,B,C,2
FL,18,N,F,0,,N,L,F,A,S,2
other,42,H,F,2,,N,L,G,B,R,1
other,51,H,M,3,,N,L,F,B,R,3
other,21,U,U,1,,N,L,E,B,S,3
other,42,U,U,2,,N,L,G,B,R,1
GA,38,H,M,2,,N,L,F,D,T,2
other,24,H,F,3,,N,L,D,B,C,1
IL,27,H,F,2,,N,L,G,A,C,2
CA,44,H,F,3,,N,L,G,C,R,2
other,13,N,F,0,,N,L,F,B,S,1
TX,39,H,F,2,,N,L,E,C,T,2
CA,13,H,F,3,12,N,L,F,A,S,1
other,49,N,F,0,,N,L,F,D,R,2
FL,11,U,F,2,,N,L,F,A,S,1
CA,42,H,M,2,12,N,L,G,D,R,1
FL,30,H,F,3,,N,L,D,A,C,3
other,12,H,F,3,,N,L,D,B,S,1
MI,42,U,F,2,,N,L,G,C,R,1
other,34,U,F,2,,N,L,D,C,T,1
CA,6,N,M,0,,Y,L,E,A,U,2
other,35,H,M,3,,N,L,D,B,T,1
FL,29,H,F,3,12,N,L,F,B,C,2
CA,49,H,M,3,,Y,L,G,C,R,2
CA,40,N,M,0,12,N,L,E,C,T,2
WA,51,U,M,1,,N,L,D,C,R,3
CA,38,N,F,0,,N,L,G,B,T,2
FL,24,H,F,2,12,N,L,F,C,C,1
CA,2,N,F,0,,N,L,D,A,U,1
other,44,U,F,2,,N,L,F,B,R,2
CA,40,H,M,2,2,Y,L,F,B,T,2
GA,35,H,M,1,,N,L,G,A,T,1
FL,12,H,M,3,,N,L,E,A,S,1
CA,41,H,F,3,,N,L,F,B,T,3
other,51,U,M,2,,N,L,F,D,R,3
other,43,U,F,2,,N,L,F,D,R,2
IN,22,N,F,0,,N,L,F,C,C,1
WI,44,H,M,2,,N,L,G,C,R,2
FL,3,U,M,3,,N,L,E,A,U,1
other,30,U,F,3,,N,L,E,D,C,3
MI,43,U,M,3,,N,L,E,D,R,2
IL,1,U,F,1,,N,L,F,A,U,1
IL,18,H,M,2,,N,L,G,A,S,2
other,46,U,M,1,,N,L,E,B,R,2
CA,27,H,F,3,,N,L,G,B,C,2
TX,2,H,F,3,,N,L,F,A,U,1
CA,9,N,F,0,,N,L,F,A,U,3
other,35,H,F,3,,N,L,D,B,T,1
FL,29,U,M,1,,Y,L,G,B,C,2
WA,40,U,M,3,,N,L,G,A,T,2
FL,29,H,M,3,,N,L,F,A,C,2
CA,40,H,F,3,,N,L,E,C,T,2
FL,47,U,M,1,,Y,L,F,B,R,2
WI,24,N,F,0,,N,L,F,B,C,1
WI,53,U,F,3,,N,L,E,D,R,3
other,51,H,F,3,,N,L,E,B,R,3
other,30,H,M,3,,N,L,F,C,C,3
CA,3,H,F,3,,N,L,D,A,U,1
other,41,H,F,2,,N,L,G,B,T,3
FL,25,H,F,3,,N,L,G,C,C,2
other,32,H,F,3,,N,L,E,B,C,3
other,45,U,F,3,,N,L,G,D,R,2
WI,16,H,M,3,,N,L,D,B,S,2
other,35,H,U,1,,N,L,G,B,T,1
other,41,H,M,3,,N,L,G,D,T,3
MI,14,N,M,3,,N,L,E,A,S,1
other,50,N,F,0,12,N,L,F,B,R,3
CA,7,N,F,0,,N,L,E,A,U,2
CA,4,N,F,0,,N,L,G,A,U,2
GA,41,N,F,0,,N,L,F,C,T,3
FL,36,H,F,3,,Y,L,E,B,T,2
other,41,H,F,3,,Y,L,D,B,T,3
other,45,N,F,0,,N,L,G,D,R,2
CA,10,H,M,2,,N,L,F,B,U,4
GA,40,H,M,1,,N,L,F,A,R,2
MI,12,U,J,3,,N,L,E,A,S,1
FL,28,H,F,1,,N,L,D,C,C,2
other,16,H,F,2,,N,L,F,B,S,2
MI,14,U,F,3,,N,L,G,A,S,1
CA,46,N,M,0,,N,L,F,C,R,2
TX,21,H,F,2,,N,L,F,A,S,3
GA,25,H,F,3,,N,L,G,A,C,2
CA,11,N,M,0,,N,L,F,A,S,1
NC,32,N,F,2,,N,L,F,B,C,3
other,26,H,F,3,,Y,L,F,B,C,2
other,30,H,M,3,,N,L,G,B,C,3
GA,34,H,F,3,,N,L,F,D,T,1
IN,37,U,F,2,,Y,L,F,D,T,2
IL,51,H,F,3,,N,L,F,D,R,3
other,40,U,F,3,,N,L,F,B,T,2
TX,18,H,M,2,,N,L,G,A,S,2
IN,35,N,M,0,,N,L,F,C,T,1
NC,36,N,F,0,,N,L,G,C,T,2
other,30,H,F,3,12,N,L,F,B,C,3
MO,41,U,F,3,,N,L,E,D,T,3
FL,28,H,F,3,,N,L,E,C,C,2
other,35,H,M,3,,N,L,E,B,T,1
other,31,N,F,0,,N,L,G,C,C,3
other,21,N,M,0,,N,L,G,B,S,3
TX,39,U,F,1,,N,L,E,C,T,2
IL,35,U,F,3,,N,L,G,A,T,1
other,12,H,M,3,12,Y,L,F,B,S,1
GA,14,H,F,3,,N,L,F,A,S,1
TX,39,H,M,3,,N,L,E,B,T,2
other,22,H,F,3,,Y,L,F,B,C,1
IL,12,H,M,3,,N,L,F,A,S,1
MI,39,H,F,2,,N,L,E,C,T,2
IL,40,H,M,3,12,Y,L,F,A,T,2
other,4,H,F,3,,Y,L,F,B,U,2
other,49,H,M,2,,N,L,F,B,R,2
other,51,U,F,2,,N,L,E,D,R,3
other,45,U,M,2,,N,L,F,D,R,2
other,31,U,F,2,,N,L,F,B,C,3
GA,47,N,F,0,,N,L,G,D,R,2
FL,3,H,M,3,,Y,L,F,A,U,1
IN,21,H,F,3,,N,L,F,B,S,3
IL,2,H,F,3,,N,L,F,A,U,1
other,31,N,M,2,,N,L,F,C,C,3
TX,11,H,F,2,,N,L,G,B,S,1
CA,3,H,M,3,,N,L,F,A,U,1
other,49,U,F,2,12,N,L,E,D,R,2
other,45,N,F,0,,N,L,E,D,R,2
other,24,H,M,3,,N,L,E,B,C,1
other,24,U,M,2,,N,L,E,C,C,1
other,48,U,M,3,,N,L,F,D,R,2
FL,35,H,F,3,,Y,L,F,C,T,1
CA,8,N,F,3,,N,L,G,A,U,3
CA,9,U,F,2,,N,L,F,A,U,3
WI,28,U,F,3,,N,L,D,C,C,2
CA,40,H,M,3,,N,L,G,A,T,2
MI,41,U,F,3,,N,L,E,D,T,3
MO,18,H,F,3,,N,L,G,B,S,2
other,39,H,F,3,,N,L,G,B,T,2
WA,16,U,F,1,,N,L,F,B,S,2
FL,27,H,F,3,,N,L,E,A,C,2
FL,6,H,F,3,,N,L,F,A,U,2
WI,38,U,M,1,,Y,L,E,B,T,2
MI,27,N,M,0,,N,L,F,C,C,2
other,4,U,M,2,,N,L,F,B,U,2
other,34,H,M,3,,N,L,F,B,T,1
FL,23,H,M,2,,Y,L,G,B,C,1
WA,42,U,M,1,,N,L,F,A,R,1
other,24,N,J,0,,N,L,F,B,C,1
other,22,U,M,3,,N,L,E,A,C,1
other,53,H,F,3,,N,L,F,D,R,3
CA,13,U,F,2,,N,L,G,A,S,1
MO,12,H,M,3,,N,L,G,B,S,1
other,49,U,M,2,,N,L,F,D,R,2
FL,27,H,M,3,,N,L,F,C,C,2
FL,2,H,F,3,,N,L,E,A,U,1
NC,49,U,M,3,12,N,L,F,B,R,2
TX,39,N,F,2,,N,L,D,B,T,2
MI,43,N,M,0,,N,L,F,D,R,2
other,12,H,F,2,,N,L,F,A,S,1
other,40,H,F,3,,N,L,E,A,T,2
other,36,N,M,0,12,N,L,F,D,T,2
TX,45,H,M,3,,Y,L,F,C,R,2
TX,24,H,M,3,,N,L,F,C,C,1
IL,37,U,F,2,,N,L,F,A,T,2
FL,18,H,F,2,,N,L,F,A,S,2
FL,28,H,F,1,,N,L,F,A,C,2
CA,2,H,F,3,,N,L,G,A,U,1
TX,14,H,F,2,,N,L,G,A,S,1
CA,11,H,F,3,,N,L,F,A,S,1
other,30,H,M,3,,N,L,E,B,C,3
other,51,H,F,2,,N,L,F,D,R,3
FL,21,U,F,2,,N,L,G,A,S,3
other,46,H,F,3,,N,L,F,B,R,2
other,43,N,F,0,,Y,L,F,C,R,2
other,21,U,F,2,,N,L,F,B,S,3
MO,23,H,F,3,,N,L,D,A,C,1
NC,28,N,M,0,,N,L,E,C,C,2
other,40,H,F,3,,N,L,G,C,T,2
CA,17,H,M,3,,Y,L,E,A,S,2
other,30,H,F,1,,N,L,F,B,C,3
MO,30,U,F,1,,N,L,D,B,C,3
MO,38,U,F,3,,N,L,E,D,T,2
TX,9,U,F,3,,N,L,E,B,U,3
WI,44,N,J,0,,N,L,F,C,R,2
CA,14,N,F,0,,N,L,F,A,S,1
FL,39,N,M,0,,N,L,F,A,T,2
other,34,H,M,3,,N,L,F,D,T,1
CA,20,H,F,2,,N,L,F,A,S,2
MO,16,H,M,3,,N,L,F,A,S,2
other,49,U,F,2,,N,L,F,C,R,2
WA,11,U,U,1,12,N,L,G,A,S,1
NC,27,H,F,2,,N,L,F,C,C,2
other,27,H,F,3,,N,L,F,C,C,2
TX,22,N,F,0,,N,L,F,A,C,1
GA,24,H,F,3,,N,L,F,B,C,1
TX,14,U,F,3,,N,L,F,A,S,1
CA,10,U,M,2,,N,L,F,B,U,4
FL,20,N,M,0,,N,L,F,A,S,2
other,51,N,M,2,,N,L,E,D,R,3
WI,10,H,F,3,,N,L,F,A,U,4
MI,49,H,F,3,,N,L,E,B,R,2
other,10,N,F,0,,N,L,F,A,U,4
WI,51,N,F,0,12,N,L,F,C,R,3
other,40,H,F,3,,N,L,D,D,T,2
other,11,H,F,3,,N,L,F,A,S,1
IL,2,H,F,2,,N,L,G,A,U,1
IL,27,H,M,3,,Y,L,F,A,C,2
IL,36,U,M,2,12,N,L,D,D,T,2
FL,48,H,F,2,,N,L,D,C,R,2
other,25,H,M,3,,Y,L,G,B,C,2
other,39,U,M,1,,N,L,F,B,T,2
other,41,N,F,0,12,N,L,F,B,T,3
GA,39,H,F,2,,N,L,G,C,T,2
other,50,H,M,3,,N,L,F,D,R,3
CA,10,H,F,2,,N,L,D,A,U,4
WI,53,U,F,1,,N,L,D,D,R,3
CA,20,N,M,0,,N,L,F,A,S,2
GA,35,H,M,1,,N,L,F,B,T,1
other,14,H,F,1,,N,L,F,B,S,1
other,40,H,M,2,,N,L,F,B,T,2
MI,10,H,F,2,,N,L,F,A,U,4
GA,12,H,M,3,,Y,L,G,B,S,1
other,34,H,F,2,,N,L,F,C,T,1
other,27,U,F,3,,N,L,F,C,C,2
CA,3,H,M,3,12,N,L,F,A,U,1
CA,27,H,F,2,,N,L,G,A,C,2
IL,24,H,F,3,12,N,L,F,A,C,1
FL,41,N,F,0,,N,L,F,B,T,3
other,34,H,M,2,,Y,L,G,D,T,1
TX,18,N,M,0,,N,L,D,A,S,2
other,12,H,F,1,,N,L,F,B,S,1
CA,30,H,F,1,,N,L,G,A,C,3
other,12,N,F,0,,N,L,F,A,S,1
other,43,U,M,3,,N,L,F,D,R,2
WI,8,N,M,2,,N,L,E,A,U,3
CA,24,H,M,3,,Y,L,E,A,C,1
CA,31,H,F,3,,Y,L,E,A,C,3
CA,2,H,F,3,,N,L,F,A,U,1
MO,39,H,M,2,,Y,L,F,A,T,2
MO,45,U,M,3,,N,L,F,B,R,2
other,9,H,M,3,,N,L,F,B,U,3
IN,44,H,M,3,,N,L,E,B,R,2
other,27,N,F,0,,N,L,F,C,C,2
other,3,N,F,0,,Y,L,E,D,U,1
CA,9,H,F,3,,N,L,F,A,U,3
MI,11,N,F,0,,N,L,F,A,S,1
NC,35,H,F,2,,N,L,F,B,T,1
other,12,H,F,3,,N,L,F,B,S,1
other,44,U,M,2,,N,L,G,B,R,2
other,42,U,F,3,,N,L,F,D,R,1
FL,17,H,F,3,,N,L,F,B,S,2
CA,7,U,F,3,,N,L,F,A,U,2
NC,44,U,F,2,,N,L,G,D,R,2
FL,5,H,F,3,,N,L,F,A,U,2
MO,34,H,U,3,,Y,L,D,B,T,1
IN,36,H,M,3,,N,L,F,D,T,2
FL,3,N,F,0,,N,L,F,A,U,1
GA,35,H,U,3,,N,L,G,A,T,1
FL,45,H,F,2,,N,L,E,C,R,2
TX,13,H,M,3,,N,L,F,A,S,1
FL,28,N,F,0,,N,L,F,B,C,2
CA,14,H,M,2,,N,L,G,A,S,1
other,30,H,F,3,,N,L,F,C,C,3
other,37,N,M,0,,N,L,E,B,T,2
other,50,U,M,2,,N,L,F,D,R,3
NC,27,H,M,3,,Y,L,E,B,C,2
other,43,H,M,3,,N,L,F,B,R,2
NC,49,H,M,3,,N,L,F,C,R,2
other,14,H,F,3,,N,L,F,A,S,1
TX,49,H,F,2,,Y,L,G,D,R,2
CA,10,H,F,3,,N,L,G,A,U,4
other,45,U,F,3,,N,L,F,D,R,2
GA,15,H,M,3,,N,L,E,A,S,1
TX,48,U,M,3,,Y,L,F,D,R,2
FL,7,H,F,2,,N,L,F,A,U,2
other,21,H,F,3,,N,L,G,B,S,3
GA,30,H,F,3,,N,L,F,A,C,3
IN,43,U,M,3,12,N,L,E,D,R,2
other,42,H,M,2,,N,L,F,C,R,1
other,46,N,F,0,,N,L,E,D,R,2
CA,23,U,M,3,,N,L,G,A,C,1
CA,19,U,F,1,,N,L,F,A,S,2
other,30,N,M,0,,N,L,E,C,C,3
CA,18,H,M,2,12,N,L,E,A,S,2
IL,10,H,U,3,,N,L,E,A,U,4
other,18,H,M,3,,N,L,F,C,S,2
other,14,H,M,3,,N,L,G,B,S,1
WA,13,N,M,0,12,N,L,G,A,S,1
TX,12,H,M,2,,N,L,G,A,S,1
NC,32,H,M,2,,Y,L,D,B,C,3
other,35,H,F,3,,N,L,F,C,T,1
other,12,H,F,3,,Y,L,G,B,S,1
CA,18,N,F,0,,N,L,E,A,S,2
IL,3,H,F,3,,N,L,F,A,U,1
other,43,N,F,0,,N,L,E,D,R,2
IN,35,H,M,3,,Y,L,F,C,T,1
other,14,H,F,3,,N,L,F,B,S,1
TX,2,H,F,1,,N,L,G,B,U,1
WA,40,H,M,3,,N,L,G,C,T,2
other,41,U,F,3,12,N,L,F,D,T,3
CA,12,N,F,0,,N,L,F,A,S,1
IN,36,H,M,2,,N,L,F,D,T,2
WI,18,H,M,3,,N,L,F,B,S,2
FL,41,U,M,1,,N,L,E,A,T,3
NC,40,H,F,3,,N,L,F,B,T,2
WA,35,U,F,3,,N,L,F,A,T,1
other,25,U,M,2,,N,L,E,C,C,2
IL,35,H,M,3,,N,L,F,A,T,1
CA,35,H,M,3,,N,L,E,A,T,1
other,34,H,F,2,,N,L,F,D,T,1
MI,32,U,F,2,,N,L,E,A,C,3
NC,46,H,F,3,,Y,L,D,C,R,2
IN,21,H,F,3,,N,L,E,B,S,3
WI,30,H,F,2,,N,L,G,C,C,3
TX,9,N,M,0,,N,L,F,A,U,3
other,53,H,F,2,,Y,L,F,D,R,3
other,2,H,F,3,,N,L,E,B,U,1
other,35,N,F,0,,N,L,G,B,T,1
other,41,U,M,1,,Y,L,E,B,T,3
FL,33,H,M,3,,N,L,D,C,C,3
CA,8,N,M,0,,N,L,G,A,U,3
NC,36,H,F,3,,N,L,F,B,T,2
other,41,H,M,3,,N,L,E,C,T,3
WA,30,H,M,2,,N,L,F,C,C,3
CA,35,H,U,3,,N,L,F,A,T,1
other,46,U,F,2,,N,L,F,D,R,2
other,29,U,M,3,,N,L,F,B,C,2
IL,44,N,F,0,,N,L,F,C,R,2
other,13,H,M,2,,N,L,E,B,S,1
other,41,H,F,2,12,N,L,F,D,T,3
NC,43,H,M,2,,Y,L,E,D,R,2
other,16,N,F,0,,N,L,G,B,S,2
TX,52,U,M,2,,N,L,F,D,R,3
other,39,H,F,3,,N,L,G,C,T,2
other,32,H,M,3,,Y,L,F,B,C,3
other,12,H,F,3,,N,L,F,A,S,1
MI,10,H,F,2,,N,L,E,A,U,4
other,26,H,M,3,12,N,L,G,B,C,2
CA,12,H,U,2,,N,L,F,A,S,1
other,38,H,M,2,,N,L,G,B,T,2
other,24,H,F,2,,N,L,G,B,C,1
MI,18,H,M,3,12,N,L,E,B,S,2
IL,27,H,M,2,,N,L,G,A,C,2
IN,39,H,U,2,,Y,L,G,C,T,2
GA,47,N,F,0,,N,L,E,D,R,2
other,48,H,F,3,,N,L,E,D,R,2
CA,18,H,M,3,,N,L,E,B,S,2
other,44,U,F,1,,N,L,G,D,R,2
CA,7,H,M,3,,N,L,E,A,U,2
other,40,U,U,3,12,N,L,E,D,R,2
CA,3,H,F,3,,N,L,D,A,U,1
other,35,H,M,3,,N,L,G,D,T,1
MI,44,N,M,0,,N,L,F,B,R,2
IL,8,N,F,0,,N,L,G,A,U,3
other,40,U,M,2,,N,L,F,D,T,2
MO,14,H,M,3,,N,L,F,B,S,1
NC,27,H,M,3,,N,L,F,B,C,2
other,46,H,F,2,,Y,L,E,D,R,2
CA,5,H,U,3,,N,L,F,A,U,2
IN,36,U,M,3,,N,L,F,B,T,2
CA,3,H,M,3,,Y,L,F,A,U,1
CA,17,H,M,3,,Y,L,D,A,S,2
WI,12,H,M,3,,Y,L,F,B,S,1
MI,40,U,F,3,,Y,L,F,C,T,2
other,7,H,F,3,,N,L,F,B,U,2
TX,14,H,F,3,,N,L,E,A,S,1
CA,39,H,M,3,,N,L,F,B,T,2
NC,34,U,F,3,,N,L,F,B,T,1
IL,3,H,F,3,,N,L,F,A,U,1
other,39,H,F,2,,N,L,E,B,T,2
IN,31,H,F,3,,N,L,E,C,C,3
CA,43,U,F,2,,N,L,F,C,R,2
TX,19,H,M,2,,N,L,F,B,S,2
CA,48,H,F,2,,N,L,F,B,R,2
CA,8,H,F,3,12,N,L,G,A,U,3
FL,29,N,F,0,,N,L,F,A,C,2
WI,49,U,M,2,,N,L,F,D,R,2
CA,20,H,F,1,,N,L,G,A,S,2
CA,10,H,F,3,,N,L,E,A,U,4
other,44,N,F,0,,N,L,G,B,R,2
TX,49,U,F,2,,N,L,D,D,R,2
other,41,H,M,2,12,N,L,E,D,T,3
other,18,N,M,0,,N,L,E,B,S,2
other,5,H,F,1,,N,L,D,B,U,2
FL,20,H,F,1,,N,L,F,B,S,2
TX,7,N,F,0,,N,L,F,B,U,2
TX,17,H,F,3,,N,L,E,B,S,2
CA,2,H,M,3,,N,L,F,B,U,1
other,40,H,F,2,,N,L,G,C,T,2
other,24,U,F,1,,N,L,G,B,C,1
other,24,H,M,3,,N,L,G,B,C,1
FL,15,N,F,0,,N,L,F,B,S,1
CA,2,H,M,2,,Y,L,F,A,U,1
other,40,N,M,0,,N,L,G,A,R,2
CA,6,U,F,3,,N,L,F,A,U,2
CA,12,N,M,0,,N,L,F,A,S,1
IL,5,N,M,0,,Y,L,G,A,U,2
CA,3,H,M,1,,N,L,G,A,U,1
FL,23,N,F,0,,N,L,G,C,C,1
TX,35,H,M,3,,N,L,F,A,T,1
other,24,H,M,3,,N,L,F,B,C,1
CA,1,N,M,0,,N,L,F,A,U,1
FL,28,N,F,0,,N,L,E,B,C,2
MI,5,H,F,2,,N,L,F,A,U,2
other,40,H,F,3,,N,L,F,A,T,2
NC,24,H,M,3,,N,L,F,B,C,1
CA,8,H,M,3,,N,L,E,A,U,3
FL,29,H,F,2,,N,L,E,A,C,2
other,24,H,F,2,,N,L,D,C,C,1
CA,40,H,F,2,,N,L,F,B,T,2
other,34,N,F,0,,N,L,F,B,T,1
other,40,N,M,0,,N,L,F,C,R,2
other,11,H,M,3,,N,L,E,A,S,1
other,40,U,M,1,,N,L,F,C,T,2
other,43,U,M,2,,N,L,F,D,R,2
other,45,H,F,2,,N,L,E,D,R,2
CA,36,N,F,0,,N,L,E,C,T,2
other,34,U,F,1,,N,L,F,D,T,1
